pid,gender,year,age,school,marriage,income,job,relig,pet,cell,cellnum,featurephone,smartphone,kidsphone,smart_or_not,tablet,tabletnum,wearable,wearablenum,phonebill,payapp,inapp_pay,theater,theaterpay,play,playpay,OTT,OTT_phone,OTT_tablet,OTT_PC,OTT_others,OTT_freq,OTT_hour,OTT_min,Newspaper,email,messanger,blog,cloud,SNS
29430003,1,1988,31,4,1,7,1,2,1,1,1,0,1,0,3,1,1,2, ,47,2,2,4,40,0, ,1,1,2,2,2,4,0,30,1,1,1,2,1,1
29450001,2,1937,82,3,2,2,2,2,2,1,1,0,1,0,3,2, ,2, ,37,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
29450002,2,1983,36,5,1,7,1,2,2,1,1,0,1,0,3,1,1,2, ,60,2,1,3,33,0, ,1,1,2,2,2,5,0,20,1,1,1,2,1,1
29470001,2,1938,81,3,3,2,2,2,2,1,1,0,1,0,3,2, ,2, ,36,2,2,1,12,0, ,2, , , , , , , ,2,2,2,2,2,2
29490001,1,1977,42,5,2,9,1,2,2,1,1,0,1,0,2,1,1,1,1,65,2,2,7,76,0, ,1,1,2,2,2,1,1,10,1,1,1,2,1,2
29490002,2,1977,42,5,2,3,1,2,2,1,1,0,1,0,2,1,1,2, ,55,2,2,6,70,1,40,1,1,2,2,2,4,0,40,1,1,1,1,1,1
29490003,1,2006,13,3,1,1,2,2,2,2, , , , , ,2, ,2, , , , ,6,70,0, ,2, , , , , , , ,1,1,2,2,2,2
29490004,1,2008,11,2,1,1,2,2,2,2, , , , , ,2, ,2, , , , ,6,70,0, ,2, , , , , , , ,2,2,2,2,2,2
29500001,1,1971,48,6,2,6,1,1,1,1,1,0,1,0,4,2, ,2, ,66,2,2,1,10,0, ,2, , , , , , , ,1,1,1,1,1,1
29500002,2,1970,49,5,2,7,1,2,1,1,1,0,1,0,2,2, ,2, ,30,2,2,4,40,0, ,2, , , , , , , ,2,1,1,2,2,2
29500003,2,1997,22,5,1,1,2,2,1,1,1,0,1,0,2,2, ,2, ,20,2,2,4,40,0, ,2, , , , , , , ,1,1,1,2,1,1
29500004,2,2007,12,2,1,1,2,2,1,1,1,0,1,0,2,2, ,2, ,24,2,2,3,18,0, ,2, , , , , , , ,2,1,1,2,1,1
29510001,1,1966,53,5,2,9,1,2,2,1,1,0,1,0,3,2, ,2, ,49,2,2,1,15,0, ,2, , , , , , , ,1,1,1,2,1,2
29510002,2,1967,52,5,2,6,2,2,2,1,1,0,1,0,3,2, ,2, ,45,2,2,5,65,0, ,2, , , , , , , ,1,1,1,1,2,1
29510003,1,2003,16,4,1,1,2,2,2,1,1,1,0,0, ,1,1,2, ,15,2,2,0, ,0, ,2, , , , , , , ,2,1,2,2,2,2
29520002,2,1968,51,4,2,1,2,1,2,1,1,0,1,0,3,2, ,2, ,25,2,2,0, ,0, ,1,1,2,2,2,6,0,20,2,1,1,2,2,2
29520004,2,2001,18,4,1,1,2,2,2,1,1,0,1,0,3,2, ,2, ,30,2,2,0, ,0, ,2, , , , , , , ,2,1,1,2,2,2
29530001,1,1964,55,4,2,7,2,1,2,1,1,0,1,0,2,2, ,2, ,35,2,2,0, ,0, ,2, , , , , , , ,2,1,1,2,2,2
29530002,2,1969,50,4,2,8,1,1,2,1,1,0,1,0,2,2, ,2, ,60,2,2,5,60,0, ,2, , , , , , , ,2,2,1,2,2,2
29530003,1,1994,25,5,1,6,1,1,2,1,1,0,1,0,2,2, ,2, ,81,2,1,8,80,0, ,2, , , , , , , ,2,1,1,2,2,1
29530004,1,2003,16,4,1,1,2,2,2,1,1,0,1,0,1,2, ,2, ,40,2,2,5,50,1,0,2, , , , , , , ,2,2,2,2,2,1
29540002,2,1962,57,4,2,1,2,2,2,1,1,0,1,0,3,2, ,2, ,35,2,2,2,24,0, ,2, , , , , , , ,1,1,1,2,2,2
29540003,2,1988,31,5,1,5,1,2,2,1,1,0,1,0,3,2, ,2, ,45,2,2,4,48,2,90,2, , , , , , , ,1,1,1,2,2,1
29540004,1,2000,19,4,1,1,2,2,2,1,1,0,1,0,3,2, ,2, ,30,2,2,2,16,0, ,2, , , , , , , ,1,1,1,2,2,2
29550001,1,1937,82,2,3,2,1,1,2,1,1,0,1,0,3,2, ,2, ,28,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
29550003,1,1974,45,4,4,6,1,2,2,1,1,0,1,0,3,2, ,2, ,50,2,2,0, ,0, ,1,1,2,2,2,5,0,30,1,1,1,2,1,1
29560001,1,1969,50,4,1,6,1,2,2,1,1,0,1,0,3,2, ,2, ,75,2,2,0, ,0, ,2, , , , , , , ,1,2,1,2,2,2
29570001,1,1966,53,5,2,11,1,2,2,1,1,0,1,0,2,2, ,2, ,60,2,2,8,20,0, ,2, , , , , , , ,1,1,1,2,2,1
29570002,2,1970,49,4,2,1,2,1,2,1,1,0,1,0,2,2, ,2, ,51,1,2,8,20,0, ,2, , , , , , , ,2,1,1,2,2,2
29570003,1,1999,20,5,1,1,2,2,2,1,1,0,1,0,2,1,1,2, ,45,2,2,15,60,0, ,2, , , , , , , ,2,2,1,2,2,1
29570004,1,2001,18,4,1,1,2,2,2,1,1,0,1,0,2,2, ,2, ,39,2,2,20,100,0, ,2, , , , , , , ,2,2,1,2,2,1
29580001,1,1966,53,4,2,16,1,1,2,1,1,0,1,0,2,2, ,2, ,28,2,2,2,20,0, ,1,1,2,2,2,1,1,0,1,1,1,2,2,1
29580002,2,1969,50,4,2,5,1,1,2,1,1,0,1,0,3,2, ,2, ,55,2,2,7,56,0, ,2, , , , , , , ,2,1,1,2,2,2
29580003,2,1996,23,5,1,7,1,1,2,1,1,0,1,0,2,2, ,2, ,39,2,2,10,100,0, ,1,1,2,2,2,1,1,0,2,1,1,2,2,1
29580004,1,1998,21,5,1,9,1,1,2,1,1,0,1,0,4,2, ,1,1,80,2,2,12,120,0, ,1,1,2,2,2,1,2,0,2,1,1,2,2,1
29580005,1,2009,10,2,1,1,2,1,2,2, , , , , ,2, ,2, , , , ,7,56,0, ,2, , , , , , , ,2,2,2,2,2,2
29600001,1,1973,46,5,2,8,1,2,2,1,1,0,1,0,2,2, ,2, ,55,2,2,1,10,0, ,2, , , , , , , ,1,1,1,2,2,1
29600002,2,1976,43,5,2,5,1,2,2,1,1,0,1,0,2,2, ,2, ,45,2,2,2,20,0, ,2, , , , , , , ,1,1,2,2,2,2
29620001,1,1974,45,5,2,5,1,2,2,1,1,0,1,0,3,2, ,2, ,76,2,2,0, ,0, ,1,1,2,2,2,4,0,15,1,1,1,2,1,1
29620002,2,1980,39,4,2,4,1,2,2,1,1,0,1,0,2,2, ,2, ,38,2,2,0, ,0, ,1,1,2,2,2,4,0,30,1,1,1,2,1,1
29640001,1,1957,62,5,2,6,1,1,1,1,1,0,1,0,3,2, ,2, ,30,2,2,0, ,0, ,2, , , , , , , ,1,2,1,2,2,1
29640002,2,1957,62,5,2,1,2,1,1,1,1,0,1,0,3,2, ,2, ,37,2,2,2,24,0, ,2, , , , , , , ,1,1,1,2,2,1
29640003,2,1983,36,5,1,8,1,1,1,1,1,0,1,0,3,2, ,2, ,50,2,2,3,33,0, ,1,1,2,2,2,4,0,20,1,1,1,2,1,1
29650002,2,1968,51,4,2,1,2,1,2,1,1,0,1,0,3,2, ,2, ,38,2,2,4,60,0, ,2, , , , , , , ,1,1,1,2,2,1
29660001,1,1947,72,4,2,4,1,1,2,1,1,0,1,0,2,2, ,2, ,29,2,2,0, ,0, ,2, , , , , , , ,2,2,1,2,2,1
29660002,2,1949,70,2,2,1,2,1,2,1,1,0,1,0,2,2, ,2, ,30,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
29670001,1,1953,66,4,2,4,1,1,1,1,1,0,1,0,3,2, ,2, ,30,2,2,0, ,0, ,2, , , , , , , ,1,1,1,2,2,1
29670002,2,1961,58,4,2,3,1,1,1,1,1,0,1,0,2,2, ,2, ,28,2,2,0, ,0, ,2, , , , , , , ,1,2,1,2,2,1
29690001,1,1947,72,2,2,3,1,2,2,1,1,1,0,0, ,2, ,2, ,25,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
29690002,2,1954,65,2,2,1,2,2,2,1,1,0,1,0,3,1,1,2, ,12,2,2,3,34,2,50,1,1,2,2,2,5,0,10,1,1,1,2,1,1
29690003,1,1979,40,5,1,5,1,2,2,1,1,0,1,0,3,2, ,2, ,50,2,1,2,24,0, ,2, , , , , , , ,1,1,1,2,1,1
29690004,1,1982,37,5,1,6,1,2,2,1,1,0,1,0,3,2, ,2, ,50,1,2,2,24,1,30,2, , , , , , , ,1,1,1,2,1,1
29700002,2,1954,65,4,2,1,2,1,1,1,1,0,1,0,2,2, ,2, ,25,2,2,5,70,0, ,2, , , , , , , ,2,2,1,2,2,2
29720001,1,1966,53,5,2,7,1,1,2,1,1,0,1,0,3,1,1,2, ,50,2,2,3,30,0, ,1,1,2,2,2,5,2,0,1,1,1,2,1,1
29720002,2,1977,42,5,2,1,2,1,2,1,1,0,1,0,3,2, ,2, ,30,2,2,3,32,0, ,1,1,2,2,2,5,0,30,1,1,1,2,2,1
29720003,1,2004,15,3,1,1,2,2,2,1,1,0,1,0,3,2, ,2, ,30,2,2,3,36,0, ,2, , , , , , , ,1,1,1,2,2,1
29720004,1,2007,12,2,1,1,2,2,2,1,1,0,0,1, ,2, ,2, ,20,2,2,2,24,0, ,2, , , , , , , ,2,1,1,2,2,1
29740001,1,1973,46,5,2,7,1,1,2,1,1,0,1,0,3,2, ,2, ,38,2,2,3,36,0, ,1,1,2,2,2,5,0,10,1,1,1,2,1,1
29740002,2,1975,44,5,2,3,1,2,2,1,1,0,1,0,3,2, ,2, ,30,2,2,3,36,0, ,1,1,2,2,2,5,0,10,1,1,1,2,1,1
29740003,1,2002,17,4,1,1,2,2,2,1,1,0,1,0,3,2, ,2, ,35,2,1,3,36,1,30,2, , , , , , , ,1,1,1,1,1,1
29740004,1,2010,9,2,1,1,2,2,2,1,1,0,0,1, ,2, ,2, ,20, , ,3,36,0, ,2, , , , , , , ,2,1,1,2,2,1
29750002,2,1972,47,4,2,1,2,2,2,1,1,0,1,0,3,2, ,2, ,33,2,1,4,60,1,75,2, , , , , , , ,2,1,2,2,2,2
29760001,1,1963,56,4,2,6,1,2,2,1,1,0,1,0,3,2, ,2, ,40,2,2,1,11,0, ,2, , , , , , , ,1,1,1,2,2,1
29770002,2,1933,86,2,3,2,2,1,2,2, , , , , ,2, ,2, , , , ,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
29780001,1,1961,58,4,2,10,1,2,2,1,1,0,1,0,3,2, ,2, ,39,2,2,4,40,0, ,1,1,2,2,2,4,1,30,1,1,1,2,1,1
29780002,2,1969,50,4,2,1,2,2,2,1,1,0,1,0,3,2, ,2, ,30,2,2,2,24,0, ,2, , , , , , , ,2,2,1,2,2,1
29780003,1,1995,24,5,1,1,2,2,2,1,1,0,1,0,3,2, ,2, ,35,2,1,6,72,1,120,2, , , , , , , ,1,1,1,1,1,1
29800001,1,1957,62,5,2,6,1,2,2,1,1,0,1,0,2,2, ,2, ,35,2,2,0, ,0, ,2, , , , , , , ,1,1,1,1,1,1
29800002,2,1960,59,4,2,2,2,2,2,1,1,0,1,0,2,2, ,2, ,30,2,2,2,24,0, ,2, , , , , , , ,1,2,1,2,2,1
29800004,1,1991,28,6,1,2,2,2,2,1,1,0,1,0,3,2, ,2, ,40,2,2,3,30,0, ,2, , , , , , , ,1,1,1,2,2,2
29810001,1,1967,52,5,2,13,1,2,2,1,1,0,1,0,3,2, ,1,1,69,2,1,4,50,0, ,2, , , , , , , ,1,1,1,2,2,1
29810002,2,1971,48,5,2,1,2,2,2,1,1,0,1,0,3,2, ,2, ,49,2,1,8,110,0, ,1,1,2,2,2,5,0,25,1,1,1,2,2,1
29810004,1,2000,19,5,1,1,2,1,2,1,1,0,1,0,2,2, ,2, ,34,2,1,8,95,0, ,1,1,2,2,2,4,0,15,1,1,1,2,2,2
29820001,1,1966,53,4,2,6,1,1,2,1,1,0,1,0,2,2, ,2, ,55,2,2,2,26,0, ,2, , , , , , , ,1,2,1,2,2,2
29820002,2,1967,52,4,2,3,1,1,2,1,1,0,1,0,2,2, ,2, ,55,2,2,2,20,0, ,2, , , , , , , ,2,1,1,2,2,2
29820003,2,1999,20,4,1,4,1,2,2,1,1,0,1,0,3,2, ,2, ,40,2,2,4,44,0, ,1,1,2,2,2,6,0,30,1,1,1,2,1,1
29830001,2,1942,77,3,3,1,2,2,2,1,1,0,1,0,3,2, ,2, ,27,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
29830002,1,1970,49,4,4,5,1,2,2,1,1,0,1,0,3,2, ,2, ,50,2,2,3,36,0, ,2, , , , , , , ,1,2,1,2,2,1
29830003,1,1997,22,5,1,3,2,2,2,1,1,0,1,0,3,2, ,2, ,69,2,2,4,40,0, ,1,1,2,2,2,5,1,0,1,1,1,2,1,1
29840001,2,1974,45,5,2,6,1,2,1,1,1,0,1,0,3,2, ,2, ,49,2,2,3,30,0, ,2, , , , , , , ,1,1,1,2,2,1
29840002,1,1975,44,5,2,6,1,2,1,1,1,0,1,0,3,1,1,2, ,36,2,2,4,40,1,100,1,1,2,2,2,4,1,30,1,1,1,2,1,1
29840003,1,2005,14,3,1,1,2,2,1,1,1,0,1,0,3,2, ,2, ,30,2,2,4,58,1,100,2, , , , , , , ,2,1,1,1,1,1
29840004,1,2008,11,2,1,1,2,2,1,1,1,0,1,0,3,2, ,2, ,30,2,2,3,36,0, ,2, , , , , , , ,2,2,1,2,2,1
29850002,2,1973,46,5,2,1,2,1,1,1,1,0,1,0,3,2, ,2, ,39,2,1,5,70,0, ,1,1,2,2,2,6,0,20,1,1,1,2,2,1
29860001,1,1973,46,4,2,6,1,2,2,1,1,0,1,0,3,2, ,2, ,80,2,1,4,44,0, ,1,1,2,2,2,4,0,25,1,1,1,2,2,1
29870001,2,1973,46,5,1,9,1,2,1,1,1,0,1,0,3,2, ,1,1,50,2,1,9,120,1,100,1,1,2,2,2,5,0,40,2,1,1,2,1,1
29870002,2,1973,46,5,1,9,1,1,1,1,1,0,1,0,3,2, ,1,1,54,2,1,8,105,2,140,1,1,2,2,2,5,0,30,2,1,1,2,1,1
29880002,2,1963,56,4,2,1,2,1,2,1,1,0,1,0,2,2, ,2, ,36,2,1,2,19,1,30,2, , , , , , , ,1,1,1,2,2,1
29890001,1,1966,53,5,2,13,1,1,2,1,1,0,1,0,3,2, ,2, ,65,2,2,3,35,0, ,1,1,2,2,2,3,1,30,1,1,1,2,2,1
29890002,2,1968,51,5,2,1,2,1,2,1,1,0,1,0,2,2, ,2, ,39,2,2,3,42,0, ,2, , , , , , , ,1,2,1,2,2,1
29890003,2,1994,25,5,1,8,1,2,2,1,1,0,1,0,3,1,1,1,1,45,2,1,10,104,0, ,1,2,1,2,2,5,2,0,1,1,1,1,2,1
29900001,1,1972,47,5,2,10,1,2,2,1,1,0,1,0,3,2, ,2, ,45,2,1,4,44,0, ,1,1,2,2,2,5,0,30,1,1,1,2,1,1
29900002,2,1976,43,5,2,1,2,2,2,1,1,0,1,0,3,2, ,2, ,38,2,2,2,32,1,200,1,1,2,2,2,5,0,10,1,1,1,2,1,1
29900003,2,2011,8,2,1,1,2,2,2,1,1,0,0,1, ,2, ,2, ,15, , ,2,35,1,50,2, , , , , , , ,2,1,1,2,2,1
29920001,2,1966,53,5,2,3,1,2,2,1,1,0,1,0,2,2, ,2, ,36,2,2,4,48,0, ,1,1,2,2,2,5,0,30,1,1,1,2,1,2
29920002,1,1963,56,5,2,9,1,2,2,1,1,0,1,0,2,2, ,2, ,30,2,2,4,48,0, ,2, , , , , , , ,1,1,1,2,1,1
29920003,2,1994,25,5,1,1,2,2,2,1,1,0,1,0,2,2, ,2, ,33,2,2,11,80,0, ,1,1,2,2,2,5,1,0,1,1,1,2,1,1
29930001,1,1975,44,5,2,16,1,1,2,1,1,0,1,0,3,1,1,1,1,70,2,2,4,40,1,120,1,1,2,2,2,5,0,30,1,1,1,2,1,1
29930002,2,1974,45,5,2,1,2,1,2,1,1,0,1,0,3,2, ,2, ,30,2,2,4,40,0, ,2, , , , , , , ,1,1,1,2,2,2
29930003,1,2002,17,4,1,1,2,1,2,1,1,0,1,0,3,2, ,2, ,25,2,2,0, ,0, ,1,1,2,2,2,5,1,0,2,1,1,2,2,1
29930004,1,2005,14,3,1,1,2,1,2,1,1,0,1,0,3,2, ,2, ,25,2,2,4,40,0, ,1,1,2,2,2,5,1,0,2,1,1,2,2,1
29940001,1,1962,57,4,2,6,1,1,2,1,1,0,1,0,3,2, ,2, ,40,2,2,3,30,0, ,2, , , , , , , ,1,1,1,2,2,2
29940002,2,1966,53,5,2,5,1,1,2,1,1,0,1,0,3,2, ,2, ,40,2,2,5,50,0, ,1,1,2,1,2,5,0,30,1,1,1,2,2,1
29960001,1,1978,41,4,2,8,1,2,2,1,1,0,1,0,3,2, ,2, ,25,2,2,3,20,0, ,2, , , , , , , ,1,1,1,2,2,1
29960002,2,1978,41,5,2,3,1,1,2,1,1,0,1,0,3,2, ,2, ,25,2,2,4,30,0, ,2, , , , , , , ,1,1,1,2,2,1
29960003,2,2004,15,3,1,1,2,1,2,1,1,0,1,0,1,1,1,2, ,18,2,2,4,30,0, ,2, , , , , , , ,2,1,1,2,2,1
29970001,1,1974,45,5,2,8,1,2,2,1,1,0,1,0,2,2, ,2, ,60,2,2,5,50,0, ,2, , , , , , , ,2,1,1,2,2,2
29970002,2,1979,40,4,2,6,1,2,2,1,1,0,1,0,2,2, ,2, ,60,2,2,5,100,0, ,2, , , , , , , ,2,1,1,2,2,2
29970003,1,2005,14,3,1,1,2,2,2,1,1,0,1,0,2,2, ,2, ,18,2,2,5,100,0, ,2, , , , , , , ,1,2,1,2,2,2
29970004,1,2007,12,2,1,1,2,2,2,1,1,0,1,0,2,1,1,2, ,23,2,2,5,100,0, ,2, , , , , , , ,1,2,1,2,2,2
29980001,1,1961,58,3,3,8,1,1,2,1,1,0,1,0,2,2, ,2, ,30,2,2,0, ,0, ,2, , , , , , , ,2,2,1,2,2,2
29980003,1,1989,30,5,1,5,1,1,2,1,1,0,1,0,2,2, ,2, ,70,2,2,1,10,0, ,2, , , , , , , ,2,1,1,2,2,1
29980004,2,1993,26,5,1,6,1,1,2,1,1,0,1,0,2,1,1,1,1,42,2,1,3,30,0, ,1,1,1,2,2,5,1,30,2,1,1,2,1,1
29980005,1,2003,16,3,1,1,2,1,2,1,1,0,1,0,2,2, ,2, ,35,2,2,2,13,0, ,2, , , , , , , ,2,1,1,2,2,1
29990001,1,1977,42,5,2,7,1,2,1,1,1,0,1,0,4,1,1,1,1,78,2,2,0, ,0, ,1,1,2,2,2,2,2,0,1,1,1,2,2,1
29990002,2,1977,42,5,2,1,2,1,1,1,1,0,1,0,3,1,1,2, ,38,2,2,1,8,0, ,1,1,2,2,2,4,1,0,1,1,1,2,2,1
29990003,2,2005,14,3,1,1,2,1,1,1,1,0,1,0,3,2, ,2, ,24,2,2,2,16,0, ,1,1,2,2,2,1,1,0,2,1,1,2,2,1
29990004,2,2006,13,3,1,1,2,1,1,1,1,0,1,0,3,2, ,2, ,24,2,2,1,8,0, ,1,1,2,2,2,1,1,30,2,1,1,2,2,1
30010001,1,1961,58,5,2,10,1,1,2,1,1,0,1,0,3,2, ,1,1,50,2,2,15,165,0, ,2, , , , , , , ,2,1,1,2,1,2
30010002,2,1964,55,4,2,6,1,1,2,1,1,0,1,0,2,2, ,1,1,19,2,2,15,165,0, ,2, , , , , , , ,2,2,2,2,2,2
30010004,2,1993,26,5,1,1,2,1,2,1,1,0,1,0,2,1,1,2, ,32,2,2,20,220,0, ,2, , , , , , , ,2,1,2,2,2,2
30020001,1,1968,51,4,2,7,1,2,2,1,1,0,1,0,2,2, ,2, ,69,2,2,5,70,0, ,2, , , , , , , ,1,1,2,2,2,2
30020002,2,1969,50,4,2,4,1,1,2,1,1,0,1,0,2,2, ,2, ,35,2,2,7,100,0, ,2, , , , , , , ,1,1,2,2,2,2
30030001,1,1967,52,4,2,7,1,2,1,1,2,0,2,0,3,2, ,2, ,100,2,2,2,18,0, ,2, , , , , , , ,1,2,2,2,2,2
30050001,1,1983,36,5,1,6,1,2,2,1,1,0,1,0,3,2, ,2, ,60,2,2,0, ,0, ,1,1,2,2,2,3,0,40,2,1,1,2,2,1
30080001,2,1965,54,5,1,4,1,2,2,1,1,0,1,0,2,2, ,2, ,58,2,1,5,60,0, ,2, , , , , , , ,1,1,1,2,1,1
30090001,2,1973,46,5,2,7,1,2,2,1,1,0,1,0,3,2, ,2, ,60,2,2,5,60,0, ,1,1,2,2,2,5,0,30,1,1,1,2,1,1
30090002,1,1967,52,5,2,10,1,2,2,1,1,0,1,0,3,2, ,2, ,70,2,2,3,33,0, ,1,1,2,2,2,4,0,20,1,1,1,2,1,1
30090003,2,2001,18,4,1,1,2,2,2,1,1,0,1,0,2,2, ,2, ,49,2,2,4,36,1,70,2, , , , , , , ,1,1,1,2,2,1
30090004,2,2002,17,4,1,1,2,2,2,1,1,0,1,0,3,2, ,2, ,45,2,2,5,45,0, ,2, , , , , , , ,1,1,1,2,2,1
30100001,2,1948,71,4,3,3,1,2,2,1,1,0,1,0,3,2, ,2, ,30,2,2,0, ,0, ,2, , , , , , , ,2,2,1,2,2,2
30100002,1,1980,39,5,1,6,1,2,2,1,1,0,1,0,3,2, ,2, ,55,2,2,3,30,0, ,1,1,2,2,2,4,1,0,1,1,1,2,1,1
30130001,1,1977,42,5,2,6,1,2,2,1,1,0,1,0,3,2, ,2, ,40,2,2,0, ,0, ,1,1,2,2,2,4,0,15,2,1,1,2,2,2
30130002,2,1977,42,5,2,5,1,1,2,1,1,0,1,0,3,2, ,2, ,40,2,2,0, ,0, ,2, , , , , , , ,2,1,1,2,2,2
30130003,1,2005,14,3,1,1,2,2,2,1,1,0,1,0,3,2, ,2, ,35,2,2,1,7,0, ,1,1,2,2,2,2,0,10,2,1,1,2,2,1
30130004,2,2008,11,2,1,1,2,2,2,1,1,1,0,0, ,2, ,2, ,25,2,2,0, ,0, ,2, , , , , , , ,2,2,1,2,2,2
30140001,1,1964,55,6,2,8,1,2,2,1,1,0,1,0,3,2, ,2, ,50,2,2,0, ,0, ,1,1,2,2,2,4,0,10,1,1,1,2,2,1
30140002,2,1968,51,4,2,1,2,2,2,1,1,1,0,0, ,2, ,2, ,35,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
30140003,2,1993,26,6,1,6,1,2,2,1,1,0,1,0,3,2, ,2, ,50,1,2,2,20,0, ,1,1,2,2,2,4,0,30,2,1,1,2,1,1
30140004,1,1997,22,5,1,1,2,2,2,1,1,0,1,0,3,2, ,2, ,50,2,2,3,25,0, ,1,1,2,2,2,4,0,20,2,1,1,2,2,1
30160001,1,1936,83,2,2,2,2,2,2,2, , , , , ,2, ,2, , ,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
30160002,2,1941,78,2,2,2,2,2,2,1,1,1,0,0, ,2, ,2, ,13,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
30190001,1,1936,83,3,2,2,2,1,2,1,1,1,0,0, ,2, ,2, ,12, , ,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
30190002,2,1946,73,2,2,3,1,1,2,2, , , , , ,2, ,2, , , , ,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
30210001,1,1969,50,6,2,18,1,2,2,1,1,0,1,0,2,1,1,2, ,20,2,2,12,100,1,50,2, , , , , , , ,1,1,1,2,2,1
30210002,2,1969,50,5,2,1,2,1,2,1,1,0,1,0,2,2, ,2, ,31,2,2,5,50,1,50,2, , , , , , , ,1,1,1,2,2,1
30210003,2,1998,21,5,1,1,2,2,2,1,1,0,1,0,2,2, ,2, ,69,2,2,12,120,2,30,1,2,2,1,2,6,2,0,1,1,1,2,1,1
30210004,1,2001,18,4,1,1,2,2,2,1,1,0,1,0,2,1,1,2, ,33,2,2,5,50,0, ,1,1,2,2,2,8,2,0,2,1,1,2,1,1
30240001,1,1952,67,2,2,4,1,1,2,1,1,0,1,0,2,2, ,2, ,20,2,2,0, ,0, ,2, , , , , , , ,1,2,1,2,2,2
30240002,2,1957,62,3,2,1,1,1,2,1,1,0,1,0,2,2, ,2, ,25,2,2,0, ,0, ,2, , , , , , , ,2,2,1,2,2,2
30240101,1,1980,39,5,2,9,1,1,2,1,1,0,1,0,2,1,1,1,1,110,2,2,0, ,0, ,1,1,2,2,2,1,0,10,1,1,1,2,1,2
30240102,2,1981,38,5,2,1,2,1,2,1,1,0,1,0,2,2, ,2, ,75,2,2,1,12,0, ,1,1,2,2,2,3,0,20,1,1,1,2,1,2
30290001,2,1935,84,2,3,2,2,2,2,1,1,1,0,0, ,2, ,2, ,10,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
30330001,1,1924,95,2,2,1,2,2,2,1,1,0,1,0,2,2, ,2, ,15,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
30330002,2,1931,88,2,2,2,2,2,2,1,1,0,1,0,2,2, ,2, ,10,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
30360001,1,1952,67,3,2,1,2,2,2,1,1,0,1,0,2,2, ,2, ,25,2,2,1,8,0, ,2, , , , , , , ,2,2,2,2,2,2
30360002,2,1953,66,3,2,1,2,1,2,1,1,0,1,0,3,2, ,2, ,21,2,2,1,8,0, ,2, , , , , , , ,2,2,2,2,2,2
30360004,1,1986,33,5,1,8,1,2,2,1,1,0,1,0,2,2, ,2, ,50,2,2,3,33,2,30,2, , , , , , , ,2,1,1,2,2,2
40010001,1,1958,61,5,2,5,1,1,2,1,1,0,1,0,3,2, ,2, ,37,2,2,4,36,0, ,2, , , , , , , ,1,1,1,2,2,1
40020001,1,1945,74,4,2,4,2,1,2,1,1,0,1,0,3,2, ,2, ,37,2,2,3,15,0, ,2, , , , , , , ,2,2,1,2,2,2
40020002,2,1949,70,4,2,3,2,1,2,1,1,0,1,0,3,2, ,2, ,37,2,2,3,15,0, ,2, , , , , , , ,2,2,1,2,2,1
40030001,2,1990,29,5,1,6,1,2,2,1,1,0,1,0,3,2, ,2, ,65,2,2,5,40,2,80,1,1,2,2,2,5,0,20,1,1,1,1,1,1
40040001,1,1963,56,5,2,8,1,2,2,1,1,0,1,0,3,2, ,2, ,50,2,2,4,40,2,50,2, , , , , , , ,1,2,1,2,2,2
40040002,2,1963,56,4,2,1,2,2,2,1,1,0,1,0,3,2, ,2, ,50,2,2,4,40,0, ,2, , , , , , , ,1,2,1,2,2,2
40050001,1,1966,53,4,2,9,1,2,2,1,1,0,1,0,3,2, ,2, ,56,2,2,3,27,0, ,1,1,2,2,2,5,0,10,1,1,1,2,1,1
40050002,2,1972,47,4,2,1,2,2,2,1,1,0,1,0,3,2, ,2, ,33,2,2,4,28,0, ,1,1,2,2,2,5,0,10,1,1,1,2,2,1
40050003,2,2007,12,2,1,1,2,2,2,1,1,0,1,0,3,2, ,2, ,32,2,2,4,28,0, ,1,1,2,2,2,4,0,10,2,1,1,2,2,1
40050004,2,2010,9,2,1,1,2,2,2,1,1,0,1,0,3,2, ,2, ,20,2,2,3,21,0, ,1,1,2,2,2,4,0,10,2,1,1,2,2,1
40060001,1,1973,46,5,2,8,1,2,2,1,1,0,1,0,3,2, ,2, ,50,2,2,5,55,1,50,2, , , , , , , ,1,2,1,2,2,1
40060002,2,1974,45,5,2,1,2,2,2,1,1,0,1,0,3,2, ,2, ,50,2,2,4,40,0, ,2, , , , , , , ,1,2,1,2,2,2
